id,prediction
0,31.00616392585276
1,30.412279022013884
2,30.96294932368269
3,109.07689221997875
4,387.0519905989224
5,922.6109923221538
6,1775.6490715890532
7,2815.826045873355
8,3033.8094605091737
9,3141.0325097050018
10,2981.5964369804597
11,2960.767390926552
12,2685.9083295337196
13,2446.897159680551
14,2275.289976172356
15,1645.2936611130917
16,1262.826213026448
17,653.0795860213111
18,316.6690014701838
19,61.892619924624974
20,21.50147559301308
21,0.38021587250544053
22,0.0
23,9.053851404127755
24,0.0
25,0.0
26,2.85178959858612
27,166.84129576183938
28,576.3498109542345
29,1116.3667024792212
30,1664.0477488296947
31,2327.916043307242
32,3206.202550190307
33,3558.793345844305
34,3739.68286410782
35,3926.4086878188846
36,3921.8371916026085
37,3614.6286496772195
38,3196.6728067370996
39,2642.101322390107
40,1870.3775332969094
41,1021.7507683665577
42,502.44777341180014
43,120.19526065223118
44,14.3611026267135
45,3.0091773125804337
46,0.0
47,14.04278004390057
48,18.689177534853197
49,15.469621710596222
50,46.71699616277924
51,282.39403591553275
52,718.3235569086746
53,1533.4229767106026
54,2563.5831149351366
55,3508.955152019612
56,4191.733999706312
57,4606.43283703429
58,4771.224092180766
59,4212.135392137968
60,3736.3621154624507
61,3720.4684236486364
62,3150.8370434054805
63,2107.561524787799
64,1225.9952505862711
65,794.7199103195064
66,469.08599815538713
67,158.2106135556736
68,4.674803841812221
69,0.0
70,0.0
71,7.953052432059063
72,26.604733401010247
73,28.467481901129908
74,56.593871121104215
75,186.28334327489478
76,482.50807321525383
77,1319.1380067604518
78,2439.771147287348
79,3490.6232262178655
80,4162.134748981991
81,4021.7443699521023
82,3639.774781116189
83,3787.832663103887
84,3362.780010745796
85,3053.28896245304
86,3095.4016183586136
87,2569.0986658350034
88,1896.1022471222727
89,806.8659831190723
90,278.69468906925965
91,116.65613074086654
92,0.0
93,0.0
94,0.0
95,0.0
96,28.125137159024963
97,30.659310769517845
98,91.81271534167104
99,287.80199792184203
100,653.8332789980593
101,1366.8130959894413
102,2497.285622373088
103,3294.778923929801
104,4064.833724110906
105,4283.7870578146585
106,4485.22841120607
107,4524.118662351566
108,4653.626289044201
109,4089.5289047439715
110,3597.4615462487363
111,2942.26651846782
112,2016.0507513507569
113,1058.3711182028835
114,542.2337893675387
115,222.27196103507055
116,41.247991089600006
117,17.123969629097292
118,17.530049738478017
119,39.614216063042505
120,45.70225675749755
121,50.609764241270426
122,117.09636399329655
123,356.61210563739485
124,785.8395816449129
125,1590.9795939889175
126,2658.4418975616936
127,3363.1959014361373
128,3857.5456128796486
129,3858.4580097146577
130,3430.6829108342226
131,3314.737678098356
132,3259.4269904152566
133,3363.8139755063057
134,3214.068450988265
135,2651.202588162182
136,1616.8286589922468
137,889.8342476161747
138,584.2889834202306
139,246.46825026951745
140,43.71742224200979
141,9.264229512111896
142,13.18284701096888
143,32.80716843906744
144,35.45920153500138
145,38.96347594598463
146,130.42329031614995
147,379.7248880658483
148,818.935632046749
149,1619.3154657699156
150,2693.8956600714837
151,3610.7483976432222
152,4326.100630038094
153,4603.941398893739
154,4294.118308336419
155,4157.570491112345
156,3971.429356807526
157,3524.7168918596785
158,3258.4271313199997
159,2437.7304187960926
160,1563.8868795569724
161,913.6888284861792
162,518.9845842421548
163,229.15018098582408
164,55.332881610418085
165,16.919245056231038
166,6.454654493856781
167,13.020650620149882
168,20.002126463497437
169,26.965483219474734
170,52.764584658715755
171,95.04464677086477
172,146.04035554309323
173,243.20646414701702
174,336.32315109953936
175,487.32206440231806
176,638.4544358748693
177,882.8680968412815
178,926.0602027990842
179,1338.334940171878
180,1754.4326402079569
181,2257.333425871122
182,1920.1228068488217
183,1938.4959954192484
184,1317.675299389703
185,706.669614829345
186,354.5771459494281
187,176.11460571214886
188,47.33678076869407
189,20.11497859208261
190,13.08967309768227
191,24.455160724236364
192,32.95932983547321
193,42.02410558804253
194,104.54255083908829
195,255.00328861366796
196,451.79444598531154
197,827.7948924270944
198,1460.3468426561672
199,2279.05161898005
200,2248.856534839794
201,2173.9146828039525
202,2470.0464810775584
203,2754.1139386637997
204,2846.0212534608645
205,2747.44989665383
206,2427.5325248403124
207,1738.5842667733132
208,828.0040827655288
209,478.0004850489566
210,250.0623219768795
211,71.48896439175287
212,3.822695450201076
213,0.0
214,0.0
215,6.678137255649066
216,18.745033913404143
217,16.599177318039107
218,36.96698134072224
219,77.57332698200634
220,157.580912626097
221,300.09451118032865
222,576.4468781033341
223,916.944690966609
224,1677.7922507809574
225,1760.9303942560307
226,1729.283474401333
227,1714.0014047088498
228,1341.7961504198847
229,1055.9027208974853
230,854.632345974364
231,795.2626303555058
232,536.8592139365703
233,297.69167934984426
234,174.51331635566748
235,77.64959154367223
236,11.720144581075612
237,8.536820502618994
238,17.149510983542203
239,17.775333087873392
240,7.856313703141444
241,9.584848079238494
242,43.15593483354128
243,117.5543456157391
244,259.0347752375758
245,828.8620016465713
246,1370.7949242226202
247,2266.249492445564
248,2228.234367362067
249,1537.8969124881323
250,1316.007990116627
251,1728.8222580192255
252,1981.78829018663
253,1981.1891490616936
254,1737.063868472358
255,1952.1769519413792
256,1504.849509055401
257,940.6938010223109
258,610.4343123638388
259,303.268804384189
