id,prediction
0,130.10628215974066
1,128.1438512980876
2,127.45280351145993
3,232.152316529362
4,573.040220817973
5,1175.7142107602776
6,1971.0152099246188
7,2679.092624595056
8,3141.406798949385
9,3392.1149022189966
10,3360.157388728141
11,3072.459299525266
12,2551.9797274930206
13,2263.9267407255247
14,2393.8579557974954
15,1859.744919443754
16,1410.2588617656966
17,951.4624529600806
18,468.43548488412307
19,148.0300116689541
20,97.24797396850954
21,24.49654707309128
22,10.242561868248231
23,49.45480807772583
24,0.1382596961411764
25,11.770441147880774
26,31.628522191218508
27,235.51593696634882
28,807.9055574327795
29,1413.7747705856054
30,1776.7458569077517
31,2398.929321923715
32,3094.3147749389063
33,3459.1094698612487
34,3596.0436231890635
35,3470.544135089378
36,3397.865419984797
37,3318.2899826611047
38,3308.152078803825
39,2909.3310882772275
40,2248.309792370139
41,1430.617774067241
42,649.2231188354799
43,157.5780812958874
44,55.94695597958162
45,21.763156858503862
46,4.360602345226653
47,65.82516753339405
48,84.55991950357202
49,76.84526109763829
50,120.3428574542013
51,403.54836938023436
52,971.5221026986073
53,1753.3603648297722
54,2585.0421297049434
55,3377.0143347798476
56,4050.407851412263
57,4556.899723137836
58,4782.914324567493
59,4260.25629407409
60,3650.0677077711734
61,3606.7326398918303
62,3239.346360710666
63,2259.130347804932
64,1424.6809960277678
65,1068.0085487483357
66,651.1112947736547
67,212.07756823631462
68,18.82785115471779
69,0.7434324219320843
70,0.0
71,50.7955576517179
72,99.78166550368769
73,103.0932867765132
74,143.65041746855786
75,308.9351074402057
76,727.2567104664267
77,1642.653349303111
78,2620.7762863057706
79,3414.15469536363
80,4011.9147474237707
81,4090.8700441291603
82,3591.792208469382
83,3739.371046740722
84,3133.8692318464873
85,2880.5885150178547
86,3306.728267247672
87,2907.52085851813
88,2290.252888670828
89,1157.4611330888001
90,357.9017525684867
91,126.96600503435184
92,0.0
93,0.0
94,0.0
95,0.0
96,96.94697546674433
97,106.72985934343342
98,182.74439803064524
99,415.1291745846047
100,885.1607800717265
101,1694.557784064349
102,2593.4802302680528
103,3326.4497801799407
104,3970.9364622189514
105,4183.427118758909
106,4508.496495095716
107,4669.5570495794
108,4701.735092190645
109,4300.712516040838
110,3866.9196368210614
111,3148.4244239118507
112,2351.6300665400904
113,1512.4250486272904
114,747.3604106767289
115,299.10170367068713
116,103.8744610538979
117,69.74201547202938
118,69.5829888193548
119,136.11430960905454
120,155.77933332429166
121,172.02558935574598
122,251.64347427047687
123,531.8767353752355
124,1131.9493939126332
125,1923.30445988063
126,2744.7145806744284
127,3458.752986128786
128,3716.5793026060674
129,3543.5563417978483
130,3381.1560557031426
131,3268.3036015037997
132,3201.407836107992
133,3253.549152400148
134,3375.7458446106975
135,2918.5957466930577
136,1919.2606968161163
137,1266.5056584655795
138,827.2816911402679
139,353.0284701619512
140,100.99806837966389
141,46.96367892945818
142,58.686920683241624
143,122.63218372898336
144,134.02918970006795
145,141.0215769809074
146,242.90690494374576
147,541.6100262214131
148,1145.810493412915
149,1932.0809194526046
150,2748.902410134935
151,3504.0713179761933
152,4149.363248128844
153,4470.230209066873
154,4086.2908364031737
155,3881.2528429668
156,3682.524138544899
157,3405.4426145090074
158,3417.482830317471
159,2709.744337966511
160,1845.0869187255394
161,1304.1995707988208
162,749.2861332767079
163,322.781359469187
164,116.23987604873582
165,50.25246995773887
166,15.92853812843532
167,45.459972696380646
168,66.67848453463375
