id,prediction
0,0.1684484141102246
1,0.1701543429189416
2,1.1797754839995003
3,76.27089967698042
4,335.7839046782872
5,801.7294085617243
6,1688.433969767601
7,2646.7126326375114
8,3049.463879458403
9,2981.2614849077863
10,2987.90030940567
11,2861.663637868046
12,2370.648158761898
13,2593.1707574591483
14,2330.790911626741
15,1539.8197809465748
16,1152.8391801816892
17,606.4500797183973
18,290.07067118467916
19,27.503964039764867
20,0.32438086151926965
21,0.04160077248007384
22,0.027666323305667383
23,0.07886514614222309
24,0.2992740908920851
25,0.41525585049126723
26,5.752170811342918
27,166.3655797931183
28,581.7961093509128
29,1073.5488099381478
30,1460.7882994499932
31,2267.073468389405
32,3100.3017931408745
33,3288.3051546068955
34,3398.392295675789
35,3500.673283077258
36,3451.378517323534
37,3209.6358677766416
38,3045.1898602536226
39,2502.4407467332803
40,1784.274936036196
41,935.4639570546933
42,418.1370267861067
43,108.72944324325697
44,3.7311941840203087
45,1.2474363917790248
46,0.685917187435115
47,0.8795768950949866
48,1.2034990930648228
49,2.150002710739015
50,41.65723340259582
51,232.98201659237293
52,682.9269567082126
53,1596.0430770656415
54,2687.1280599382735
55,3552.600081752869
56,4139.485413170844
57,4421.835445150756
58,4663.44122028147
59,4240.917322992159
60,3793.4715659798094
61,3766.512817855773
62,3261.8163984504645
63,2196.590250073663
64,1295.5009858757967
65,857.8767699555295
66,441.47211247134294
67,158.9349556229017
68,12.866312025267131
69,0.9951015929741999
70,0.5130141441570973
71,1.2129135479553652
72,0.11239481793988199
73,0.8019069883242229
74,29.40327332245075
75,155.90862425198472
76,513.9320157340826
77,1429.7134877374244
78,2672.367643009838
79,3723.8902883096866
80,4220.8616532783635
81,3699.9100440609695
82,3528.9998733500533
83,3634.8697727223166
84,3349.4498231638972
85,3026.515697465681
86,3214.262154590569
87,2636.420295805285
88,1854.7853857865043
89,810.6594129401645
90,312.75384694780666
91,162.61907804983974
92,14.712794058477932
93,2.3503223864658906
94,1.4960088806933995
95,1.54480055945236
96,0.9855239055071265
