id,predict
0,0.0
1,0.0
2,10.06259573432472
3,0.0021842081685275
4,138.4484091024726
5,84.09567895682126
6,210.08496911273497
7,0.0
8,0.0
9,728.1627630964472
10,0.5616466448187267
11,0.1036421976301614
12,0.0
13,7.975650681465091
14,8.0181767107507
15,0.0
16,0.0
17,0.0
18,359.8972897798142
19,789.0669450692588
20,28.86944137591155
21,0.0
22,0.0
23,254.62542885683635
24,0.4946044430858356
25,0.0
26,626.4352816100982
27,0.0223074584833931
28,0.0
29,14.41508928585198
30,11.206538416178448
31,452.6565036366678
32,0.0
33,132.28593911327215
34,0.7511221450599548
35,15.306774299258423
36,0.0
37,6.14419525013609
38,95.2640554537754
39,543.4128340464405
40,0.0110838645710362
41,0.0
42,304.6282207632209
43,246.9960261835824
44,121.7757204592625
45,73.07933954596336
46,7.646756480087872
47,0.0
48,0.0
49,0.0
50,74.05695725731664
51,244.8897485786292
52,0.0
53,186.69531979671015
54,0.0
55,83.84468907486776
56,128.73560999751268
57,12.315555282967647
58,285.13591268722257
59,0.0694613135040006
60,0.0
61,150.8655369010211
62,0.0
63,0.0
64,2.691412693918128
65,0.0
66,0.0
67,204.26705054851809
68,0.1334568894820641
69,0.8746786418008532
70,0.0
71,0.0
72,18.46961866894418
73,0.0
74,0.0635510780400794
75,0.0845933347187238
76,0.0
77,328.8690950361088
78,10.385092560070428
79,0.0266507055532686
80,0.0028707990980596
81,321.2702720413484
82,38.58153956672006
83,0.7879253285608636
84,338.0328606626819
85,56.83826020378105
86,104.82054589210894
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,84.54849256648262
93,0.0
94,2.4983302197535058
95,0.0
96,57.13965942460356
97,0.0
98,2.6135683430241152
99,4.688593187771306
100,242.84121968919703
101,0.0120203089138121
102,8.625370679973239
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,118.85212479373476
109,0.0
110,170.18313555134023
111,10.262087388401545
112,0.0
113,0.0
114,0.0064196218881167
115,0.0
116,134.92133474426458
117,0.0
118,0.0
119,3.805711131016303
120,0.1636749390830749
121,132.3692144580014
122,161.3250361261457
123,8.132186062737963
124,0.0
125,1.176889172448297
126,58.498361592699865
127,0.0
128,503.73224834089854
129,0.0
130,0.0
131,156.34230023704347
132,511.7071225229686
133,0.0
134,0.2723333701791888
135,0.0
136,1.1960004825591777
137,0.0
138,382.1651166618002
139,0.0
140,0.0
141,0.0735634000648494
142,0.0
143,0.0
144,0.0
145,9.086339547882014
146,3.7465335848751686
147,27.39430097660976
148,417.4489278749716
149,0.5038051948386685
150,0.0076565409739019
151,57.78806243962573
152,0.048460612315669
153,319.31387259304245
154,132.46049599684153
155,379.316875669947
156,119.80175082927217
157,596.441826683118
158,653.4846568738773
159,0.0
160,0.0
161,0.0
162,488.38290619833634
163,0.0
164,0.0
165,17.174764870937725
166,0.0
167,1.1051416364982003
168,0.000711073350302488
169,116.36675050005216
170,291.11958730074537
171,0.0
172,33.796147529371126
173,61.76619885989784
174,66.07005695585433
175,0.0
176,0.0
177,0.1370847573250145
178,0.0
179,0.0
180,32.18784954970141
181,97.857953064181
182,0.0
183,0.2581964366565495
184,0.2537111323691589
185,1.9611768189841208
186,14.53244684539486
187,0.0
188,0.9215283066464
189,90.01680848104449
190,0.0
191,843.2560694677677
192,0.0
193,0.0
194,0.0
195,0.0
196,297.3006120069896
197,0.0
198,0.0
199,0.0
200,0.0
201,0.1516445236303059
202,0.0
203,0.0
204,0.0135225599321724
205,0.0
206,5.318983722679851
207,364.0882592068512
208,28.892739376877127
209,83.22713799822567
210,18.76944893297326
211,11.778380779942138
212,0.0
213,342.21797418250867
214,0.0
215,0.0
216,2.260218401444068
217,352.2908923439164
218,0.0978037729036235
219,403.412374363747
220,0.0
221,85.61750956996586
222,0.0
223,0.0
224,105.91487516321594
225,0.0
226,230.39424372306252
227,298.91524638097223
228,0.0
229,0.0
230,0.0
231,82.65443805232626
232,36.72083703648214
233,2.9780756324951145
234,170.31414424407913
235,289.30910525782326
236,341.4568772163232
237,0.0
238,4.522397650895
239,9.464221977085542
240,178.3652461835805
241,128.75333046556082
242,0.0
243,0.0
244,0.0
245,0.0
246,3.1438619964162764
247,68.00552432791
248,12.135321284941242
249,381.1823775102533
250,127.09945458637247
251,8.075234047785521
252,0.0
253,476.5110633790208
254,50.96863571396608
255,0.0
256,0.0
257,0.5804195216354888
258,0.0
259,2.2158132166347952
260,89.71893635019471
261,0.8963874383433741
262,0.0
263,6.164737383396042
264,1.9585197883080616
265,1.004750868642579
266,392.8864432178639
267,0.0
268,0.0
269,0.0
270,2.738727418094722
271,0.0
272,263.44044158678776
273,2.588117712858901
274,19.294927619911352
275,0.0
276,0.0
277,0.0
278,0.2249372727203789
279,10.25782748375476
280,0.0
281,10.340921498651175
282,137.56324628237584
283,0.0712028212415396
284,0.1875068260111428
285,0.0
286,202.90528780594693
287,22.85519297391512
288,0.4809037038150557
289,0.0
290,0.0
291,283.0405265097898
292,0.0
293,0.0
294,390.2755586747806
295,0.0
296,0.0
297,0.0
298,1.1220407110705122
299,150.76303482376125
300,156.26414996315486
301,0.9826493500910628
302,15.984787466176568
303,0.1074476185832291
304,1.085896471342818
305,216.90883494796708
306,15.99071890520168
307,0.0
308,263.703127517794
309,0.0
310,0.2325852395746588
311,0.0
312,0.0
313,236.8506461510351
314,35.95829345154705
315,0.0
316,0.0
317,98.48918978041254
318,324.89357331070823
319,323.7266483370668
320,113.02039611962044
321,0.0
322,306.22871504713345
323,103.99597645842562
324,80.09490573182485
325,0.0
326,0.0
327,3.554394093561524
328,0.0
329,0.0
330,0.6699422437263768
331,431.7684476064082
332,0.0
333,53.45197451926301
334,0.0
335,0.0
336,0.0
337,0.0
338,8.135832342064768
339,20.78551553050397
340,335.6169367450641
341,234.87802592629797
342,56.88803375366376
343,260.99380863900086
344,0.0
345,0.0
346,0.1028996876153868
347,3.715885515444215
348,0.1250796779089483
349,247.14551407377357
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0012076052147476
356,0.0
357,0.1871528959305346
358,0.0
359,6.455754640153146
360,0.0
361,0.0138677420445255
362,54.54482292572807
363,235.24360799087432
364,2.0715375499350763
365,41.27179783627346
366,22.06039535154291
367,0.1225342354746576
368,0.0
369,0.0
370,0.0
371,94.35483383254495
372,0.0
373,0.4008389024628219
374,0.0
375,1.16645475612041
376,3.4674220360614605
377,0.0
378,4.768725821300792
379,53.348927442144046
380,0.0
381,33.16968192458442
382,0.0
383,67.44388964724067
384,0.0662021060802594
385,0.0
386,444.7132020798746
387,3.65431272561119
388,0.0753679892018552
389,555.6097020618606
390,0.0
391,0.0949026664072743
392,0.1241601989155146
393,102.27985929203903
394,32.327789229644125
395,0.0
396,5.798806208982015
397,380.0805467640647
398,0.0
399,6.533928363479101
400,0.0
401,0.0
